100000 100
746326423 68359 68678
142384869 26662 26560
756938089 42617 42500
213259024 26072 26198
972556205 98038 98941
568904170 98489 98522
500084999 60803 60596
132250398 4327 4747
646790391 4095 4402
647238966 80693 80213
281251334 76024 76825
767288113 58864 58210
92011054 62425 62945
426042885 46252 46694
425528002 40280 40998
509808047 34168 34194
317513842 14487 14662
391988754 78735 78790
787368621 24823 24601
965359131 80810 80171
386611277 64948 64363
13299827 10245 10167
712527211 82912 82303
995187666 82275 82644
347791926 50544 50453
239656875 86176 86882
88575339 34987 34403
85874548 4636 4299
656653884 48010 48384
180706735 58104 58854
742148343 30703 30789
590354815 34710 34114
877837611 58219 58539
78396127 8499 8552
706821252 44566 44455
420895128 62813 62438
952603616 90154 90315
514269126 46671 46079
61660252 50185 50440
68034273 16210 16785
806405375 90174 90635
605131980 96346 96270
461819567 94118 94289
635713427 58264 58227
649947098 20471 20019
85183467 12822 12000
815690150 66402 66902
966652253 66964 66269
984547221 34359 34672
855387573 48214 48371
807799088 18107 18836
523155866 86316 86888
676213001 86269 86173
834272458 56881 56915
929391256 44455 44620
975976450 80983 80531
541891254 8830 8764
933920145 58994 58087
970445195 60741 60638
323364158 4678 4496
353430038 10918 10310
98134813 60189 60024
937653512 10010 10075
231698321 48070 48343
550510188 44271 44513
311760768 32298 32845
867299630 4377 4848
1401667 24768 24696
390784182 72967 72092
341279853 74884 74263
858128539 64234 64203
770474185 38346 38592
297650024 76423 76867
636600734 12008 12615
58701184 32483 32301
872089309 86697 86138
580653224 74904 74409
622087268 42112 42258
819928694 86537 86234
617554865 34930 34924
744680104 24090 24998
915980746 86871 86034
584864073 34653 34643
427682781 56090 56222
252397448 56064 56187
268223946 86300 86869
519275188 44771 44899
978148446 20502 20917
771769957 66969 66430
219570129 66978 66657
110763395 2806 2216
816790182 62107 62207
954614223 72565 72251
326901086 86086 86946
221286080 86467 86937
411879176 76536 76794
919480804 30446 30924
519793251 72290 72237
57821151 42192 42216
495772680 60650 60072
987911995 86790 86194
254461463 14277 14460
736608041 58659 58960
64127261 12962 12038
564320683 32317 32264
632949556 54304 54083
440210614 70118 70016
909577597 16075 16860
39108639 90917 90865
93377485 34952 34909
504251070 84814 84197
627712699 40914 40178
619185236 12858 12298
420585352 36208 36069
336978937 94499 94309
645551330 86723 86166
743467240 20593 20686
678838093 82082 82149
40967691 42755 42104
105782381 48779 48006
665091578 38397 38765
263724687 12597 12421
871842497 40044 40585
447212690 28302 28462
937873957 28805 28264
101876551 82065 82134
994012409 56292 56682
908591059 44081 44629
747197884 10879 10205
25863873 98450 98061
541747254 18459 18205
278125269 4114 4880
172284002 42594 42338
574997072 6819 6459
662966558 70064 70340
732752 22026 22515
813829248 74382 74583
184040148 26080 26255
353024862 78006 78795
712604762 10340 10510
662841831 28044 28674
469832369 22475 22961
427560101 26897 26713
205634982 10459 10965
279810741 18668 18138
594590618 32647 32583
824739575 58034 58710
136183010 8331 8665
339175062 4707 4051
67917064 10543 10042
61559190 98532 98982
972457304 64543 64006
798469321 76648 76763
479095844 24151 24361
228271729 92592 92153
661891396 30873 30401
812992965 26384 26963
283551889 44420 44743
391814870 36527 36989
33368732 84339 84995
81428823 78508 78003
990294291 8784 8707
348900444 44074 44459
794269253 26460 26809
692259099 48344 48538
994751474 48904 48785
308049308 2444 2354
872512676 12352 12412
647620657 48654 48646
819041303 8201 8211
229725408 60413 60523
657926598 12784 12851
486369599 2400 2079
338455509 18047 18244
645236206 96640 96590
688423390 98068 98668
362541069 98665 98429
568704607 32473 32611
934379632 14228 14455
800547472 70416 70265
416742166 22928 22847
475422379 52998 52572
252265672 76364 76036
82250434 82387 82092
188073910 20868 20863
748107620 36672 36143
468615529 30951 30890
494526952 34743 34336
737995051 96274 96078
149869913 34073 34624
154474022 4216 4994
54103131 2657 2232
306901310 72392 72738
344050605 92416 92566
251853834 74129 74887
97629253 12500 12143
150863898 68854 68183
380855321 24082 24036
634153144 74836 74556
876926905 70267 70000
828254052 60646 60877
664825429 40247 40566
467084536 36334 36267
649151953 86299 86173
474508393 18688 18548
54255111 22690 22622
561984462 92120 92608
676805887 44068 44689
398352 76479 76683
559641502 98083 98667
463780185 38787 38912
564739262 50012 50854
100766634 20195 20553
880611378 54817 54615
309146791 56419 56190
586860707 48819 48232
669537685 92108 92828
487239262 90465 90013
468214062 76597 76853
491806403 58645 58316
961362268 70850 70667
710368142 84456 84525
351144963 14332 14225
515463274 2635 2548
858002619 26618 26176
981883733 4676 4298
623788578 32038 32194
782493201 66649 66886
817246088 40584 40466
207024931 66593 66458
759173972 26749 26711
661434763 6119 6150
810278740 84876 84016
116892999 50053 50543
645083283 4073 4871
869799225 10475 10150
268041318 2394 2055
500270354 16979 16854
595196302 68287 68966
84173307 64963 64519
235992794 68463 68898
661643902 12271 12421
457998168 56706 56355
616970541 34707 34193
113395872 88302 88913
296241843 62867 62444
417125369 70537 70600
837769774 76113 76090
582827124 66091 66524
324810248 44604 44261
970384264 14592 14412
546550387 2471 2217
389507105 70307 70985
24116304 6622 6074
687868505 14774 14842
837916539 54849 54640
359155806 66125 66584
198304117 62512 62248
91171017 94835 94248
380979824 92919 92957
541995509 68109 68257
894681412 44477 44124
544397350 64167 64883
823648887 52128 52638
963064746 4654 4063
335909170 56246 56189
249574010 38428 38684
753003467 90904 90420
730668843 463 8
657287933 52351 52055
43561484 10618 10952
78652688 82813 82416
298569641 84055 84454
832318553 92679 92886
580826041 10754 10170
154360374 10748 10589
266364355 62187 62114
462559676 58414 58300
684338836 20064 20616
716094957 52082 52494
896440790 88029 88562
761027300 32165 32843
679159011 34236 34367
94548749 44777 44205
927332897 74682 74288
409496685 24811 24053
221991432 68475 68132
867351686 14784 14633
438317858 28786 28837
556323932 78442 78834
973488414 28133 28301
578270285 36989 36343
132897598 58774 58351
780417013 46681 46892
145032307 88311 88720
474378340 78367 78784
325462232 70466 70984
480211976 16375 16030
816037222 88397 88069
411335827 6992 6696
392577769 74849 74525
214083815 30373 30104
199693163 64578 64072
355110803 12556 12463
497785015 42923 42765
510711066 70291 70608
861739629 14849 14444
642160158 14099 14509
908730565 2782 2953
805770110 76548 76845
287435145 326 629
49860381 34220 34272
740170299 52418 52340
492840485 56850 56209
889385215 6941 6949
9250702 469 383
1537969 84996 84926
897177055 38590 38043
386454424 28513 28374
991436462 66378 66648
473121554 84763 84689
852902989 52092 52554
433836485 82217 82777
548814485 32104 32581
333363371 18978 18399
946599415 26882 26144
101393396 24834 24352
162124609 56845 56290
201206798 84214 84677
368549355 48922 48486
963066680 48853 48926
947373259 12681 12160
828929584 52379 52106
649607549 68037 68281
654717837 28535 28860
622922381 62629 62712
802540007 62689 62145
687159881 38539 38275
160070368 24189 24301
276608538 14964 14283
181185655 84883 84294
58727710 70496 70303
470107684 12608 12383
53833457 72627 72330
79816070 22995 22004
447984260 36640 36167
598780967 40776 40261
24904617 74776 74584
384267546 72118 72763
163692098 2902 2459
446122363 88180 88021
177343716 48062 48063
557093110 22137 22114
93947902 92974 92893
595845836 82876 82682
698177420 32773 32926
247732002 10863 10875
143459849 96115 96545
691036644 54001 54292
536864719 16398 16707
156518391 12781 12904
399236071 82090 82888
794215134 881 473
766856096 60936 60171
598126306 52025 52293
517680684 76030 76261
44535010 66337 66607
684019579 12993 12534
103599771 56764 56801
516361312 12996 12419
485031189 94050 94153
980032651 42335 42668
843906369 18382 18126
845277647 72670 72694
910351898 96204 96839
421962219 4534 4082
869466929 90373 90274
448591919 68189 68533
540119479 84033 84512
734508708 16161 16503
37779689 76768 76175
719731293 48586 48483
626486753 84601 84958
583432562 92902 92351
748143676 82773 82957
71173798 86295 86880
715546318 66236 66190
856932 44756 44354
426926362 98157 98646
9008369 34651 34372
786791046 60375 60891
538097564 2773 2381
253358337 16622 16842
302388596 2022 2473
447798675 44771 44746
309870307 76151 76509
91787297 46814 46652
566745685 96016 96479
461918055 48915 48178
305013458 98200 98676
374510081 88145 88495
122458022 12827 12227
950149035 202 481
859721300 6107 6932
623959333 38214 38820
862338564 46895 46546
492859135 16989 16780
210176334 40429 40826
375789909 64548 64669
128444599 50218 50825
297202708 54514 54260
622502269 78753 78926
108058989 98807 98330
904285676 52139 52752
278053083 68991 68119
174237076 56692 56161
372758291 2515 2335
499369403 16257 16650
460521982 74614 74306
59800958 8988 8034
618112803 80188 80343
298500663 46045 46186
972075419 46302 46740
48923725 74222 74887
286874100 58152 58170
321745223 72856 72798
350813283 60211 60821
581878828 36266 36549
716442920 32592 32389
216366598 12234 12990
412129516 64182 64415
758735874 98401 98894
496151313 28907 28516
240591469 46365 46422
837756661 54685 54694
676222125 30709 30304
303700839 42726 42347
769404261 52222 52765
624289793 98557 98466
895348961 44513 44364
684260464 74701 74703
261287286 52076 52304
82983096 74493 74433
841108375 66759 66952
914322271 20853 20061
195151001 56302 56727
846218924 8068 8687
802332516 14521 14770
829489117 86091 86286
247475136 96107 96005
158068570 2859 2668
136590220 10542 10382
540770149 62886 62543
782149480 46487 46010
797900740 4256 4032
320788914 78061 78213
460781221 82193 82858
511469395 14938 14632
737974030 62487 62007
396071676 8152 8601
615145915 16604 16012
549927863 6585 6177
331685365 88811 88573
804423130 18317 18677
690592899 32166 32795
988634318 36844 36211
568313413 42482 42936
485258888 98433 98622
927403126 28003 28264
350892311 80061 80557
987670663 64640 64302
65135193 48651 48191
104368291 56762 56584
383511337 50355 50746
968921084 88525 88034
622346795 32489 32414
945453870 4174 4370
979479939 98277 98019
923245976 72047 72358
406905589 82306 82477
756294962 10300 10545
850434472 46907 46615
799861739 4242 4966
344738499 26611 26294
440541139 40587 40014
185497777 46838 46798
996872252 2025 2229
128953353 40535 40287
89866539 76135 76346
7254388 6500 6993
910085855 80437 80283
951658144 80642 80169
445762130 54440 54690
460430613 66065 66463
888140614 52534 52640
459922972 80804 80123
421476311 10482 10082
289181833 80435 80184
292285848 46710 46402
824368891 40280 40717
757558962 92001 92687
665130899 78076 78844
849190244 42488 42070
970514062 40234 40861
583079695 60538 60223
80492338 58386 58055
193131943 12903 12653
590022469 98097 98338
570204432 12018 12580
7046931 32523 32340
430309184 96507 96041
662272136 40783 40252
267323313 72152 72299
202645586 64110 64900
346073030 98192 98945
992726581 60355 60125
336403337 26113 26730
389012071 14239 14493
460822621 22596 22013
277147818 46520 46876
954284 24819 24128
194686702 88827 88929
238887624 70682 70584
109942933 86681 86403
104102620 54425 54217
799264210 44546 44324
107579780 90834 90859
584379521 12532 12245
556217156 58042 58979
861532096 30450 30103
361703674 48274 48906
193994137 70474 70670
790289380 80404 80933
870512138 92955 92581
48708279 94752 94918
88181925 76078 76019
126843085 10029 10976
988327335 8761 8442
915321537 22985 22304
327999869 48377 48728
20571605 16893 16194
214687586 78895 78602
683832175 88167 88911
870729018 80545 80240
259114653 18106 18018
570254041 58119 58632
786516119 92108 92777
423325170 22861 22806
605304096 44854 44655
191794782 44442 44240
59693889 98065 98677
291446661 90252 90594
500509830 90496 90690
971737933 80763 80614
211652247 664 240
698560733 12566 12785
351932280 48012 48059
319412202 20427 20354
668048340 22858 22399
609188516 84004 84203
660072266 84749 84024
206326796 80749 80462
532490226 92628 92066
359364218 18195 18440
346304974 249 690
325692732 54892 54321
340695907 64257 64154
825582510 8620 8516
466606761 28676 28292
803490888 62549 62419
673929846 4888 4992
589369331 4943 4148
708201261 22959 22049
35642154 64809 64271
664316837 56816 56076
350548783 82123 82077
498732355 60494 60115
753338065 44485 44209
719502510 54126 54770
806610077 54196 54012
540312661 74240 74051
382510436 76153 76709
973805689 22351 22463
900453207 74949 74491
107207779 84802 84090
775226725 78902 78997
546052206 46627 46626
42059125 54238 54914
914326486 28344 28695
609755549 26849 26369
765756370 14944 14350
367815065 16603 16809
359277584 32977 32063
194819871 46840 46784
247617215 72034 72769
26636029 72574 72303
569186623 22433 22618
536829316 70567 70981
367544697 48713 48882
149833936 92556 92318
593187642 90672 90588
644747135 28483 28154
243000471 58958 58978
81517519 44238 44543
370569985 74946 74505
296868653 64880 64795
64816574 58729 58276
903223391 60163 60683
270545251 8521 8672
557257706 42640 42043
840984482 58053 58765
240440385 16936 16444
109776481 94336 94395
549193722 10743 10255
255941144 18911 18701
156526987 14770 14846
446026127 70290 70020
302180272 80399 80664
337973125 86023 86944
432844957 60638 60019
208240156 12399 12350
109198622 26206 26896
516694708 6865 6237
419811570 44170 44284
61298433 36210 36155
432057802 12147 12379
175957045 90372 90297
618371674 24817 24285
827124793 2644 2707
923606012 16820 16504
911930271 94014 94344
610958726 6403 6984
49151841 82650 82016
341037435 12038 12186
765834046 14827 14398
660319249 44751 44516
739703737 58762 58347
972484413 78292 78488
354790595 90051 90280
883724991 60392 60592
608662954 42906 42196
629324956 6343 6183
61928062 46265 46886
120937878 6242 6548
19144087 36273 36730
284509780 60986 60180
226292461 359 509
20287168 2556 2113
624184540 88262 88172
86453006 56417 56095
721120768 62351 62655
508152142 84767 84130
818481607 62759 62877
892797539 44898 44775
334904510 20931 20158
608774553 98595 98165
221963300 48646 48985
941537836 46185 46360
990049736 22897 22399
821479672 98638 98919
97659731 36034 36712
764947499 144 491
632626375 54377 54295
634229501 22998 22981
805628732 90286 90355
248718392 14193 14457
295545758 68323 68615
352286024 159 680
567409582 96737 96093
944452247 52821 52148
64698972 18293 18438
220884948 58726 58007
982363155 24891 24907
78331850 400 750
1166102 82843 82007
759508263 46095 46739
935576919 46796 46416
844429183 58175 58196
850793678 90054 90729
36177929 30591 30046
860440387 60090 60175
341205948 90057 90080
979097949 82238 82244
430812487 88444 88650
906963474 72426 72614
436960396 6734 6977
949894129 34435 34610
411555670 42091 42238
775901930 20147 20655
427540707 90015 90097
982897177 26855 26207
863684120 40299 40583
136268574 96357 96324
965174809 60083 60790
262092153 14563 14741
322054750 54140 54376
535171512 20786 20614
28301892 48480 48914
472548552 58928 58725
534434058 24234 24274
964066286 82473 82697
384697422 60620 60189
428282994 90736 90019
107306340 74613 74717
536407127 86786 86412
837636890 88699 88728
918262509 24279 24467
540669693 833 276
316324135 34164 34579
681366069 76570 76725
395143956 14286 14369
55148622 48376 48016
945524195 14239 14341
229462375 16609 16993
538955437 28301 28615
866622309 26841 26625
315520529 30022 30194
118399105 62283 62809
941287524 8960 8115
541488150 28504 28579
728337862 86832 86457
393908461 64874 64514
144769540 54705 54324
546245851 30542 30784
481768571 36236 36514
433894915 34582 34112
117467524 4332 4116
742056147 74593 74189
473644117 54168 54826
734348307 42788 42618
411124356 88016 88607
293384497 44563 44755
583092512 38241 38320
874663055 14332 14480
392618293 40882 40781
352624902 24491 24995
471332629 58220 58691
334933334 96286 96632
636078961 48443 48665
965260572 60015 60022
874947371 8831 8413
512732700 46943 46288
913351268 82392 82670
816058416 56087 56923
757346184 2423 2728
46613394 10502 10336
495683277 72373 72531
817409932 82027 82911
107972524 62315 62379
864585429 78648 78936
402553426 92492 92710
70232633 6554 6898
489301415 24583 24034
320251812 30786 30244
955658241 52829 52126
128833917 32029 32087
597673305 80965 80783
552517588 76021 76572
823382139 90795 90416
409910824 96934 96634
963609145 2948 2133
314061955 8711 8946
413958852 86006 86393
518975580 82054 82099
148064860 80083 80358
936759251 44979 44190
649954157 18702 18385
999173942 6390 6147
304880238 30374 30134
180324691 52007 52183
375015903 28266 28302
817688180 707 922
907879526 74500 74792
603051542 80149 80532
726287601 74467 74881
119068371 88828 88388
42799457 20742 20738
436342972 96485 96975
834501757 36885 36897
481417259 92980 92246
456397906 74053 74853
452376823 68755 68824
370211849 38229 38586
263333695 30811 30733
757297225 52748 52451
90612446 86272 86513
673145897 98318 98138
771859513 6695 6851
482495345 38858 38448
804842395 50394 50947
684984707 58646 58168
761531751 54947 54899
666196799 96840 96563
485768740 80033 80292
628939290 4351 4774
731063500 54395 54580
516072741 28484 28770
81990123 76153 76202
957097192 66097 66444
753866705 62949 62151
689258143 98344 98355
94533682 60844 60234
380370526 92091 92223
744014178 28640 28318
933652189 94731 94245
962935342 66287 66940
666298592 30030 30810
303877169 22340 22054
988729151 86466 86497
68513237 54663 54556
73755793 98894 98505
511789432 82144 82677
874863438 56505 56107
765606249 64237 64523
721060691 6987 6406
653140559 48227 48098
687647312 84172 84461
802286416 24290 24162
577286033 30386 30953
372678303 76496 76812
398950933 46269 46956
333587885 60492 60408
589766566 68393 68512
531002240 32624 32370
252889971 78093 78701
50122824 74707 74828
347559145 80239 80693
600829930 64245 64248
42697163 80009 80035
67756942 72511 72324
845364315 82786 82286
204922775 44275 44323
59461164 96945 96201
80159672 94455 94523
979184211 44483 44977
497606766 2245 2072
138555533 78579 78506
538222218 74304 74182
393919972 4753 4629
236452816 48130 48937
303466697 56046 56825
921395381 76809 76038
515242637 52216 52364
170594223 46941 46761
145690852 86855 86146
590447009 26883 26480
287367689 20408 20566
464340076 88108 88452
782642795 4211 4661
633145985 64510 64980
203695131 64210 64137
620322596 96137 96771
877861507 68260 68086
231451622 52149 52073
11941135 20958 20332
449594377 88158 88359
768882823 2997 2323
365444567 88328 88845
355937755 58147 58126
54890667 74449 74968
70594098 92089 92203
647542652 22507 22889
217560390 42352 42968
637839907 58570 58319
459609370 38233 38787
948210938 94046 94031
886679651 24556 24480
136520593 66459 66290
737315527 92106 92185
444054593 10543 10582
505695826 32050 32231
698204245 48291 48127
764479909 74388 74557
168111296 58533 58908
36966298 88843 88283
844319856 140 338
890758495 92501 92588
912221067 86298 86701
118458775 44221 44259
580421332 58413 58303
932345134 84651 84920
907293369 48070 48475
845021600 78665 78508
593757661 82583 82691
37837759 92945 92769
698185548 34691 34426
412038697 32140 32666
406579934 36564 36204
320613526 36136 36717
49729451 12053 12735
916374205 78961 78110
768761518 74318 74323
385933135 52938 52720
236248076 24171 24392
37525556 40122 40540
249715391 78804 78011
686823514 518 390
465412860 88233 88072
705561693 52290 52534
252045526 86499 86171
666993707 70338 70318
640847851 12356 12086
836177106 48811 48301
889346725 18452 18324
483457796 40659 40136
471830257 62841 62774
661444227 84931 84483
162743215 98798 98562
922542671 48956 48456
570715352 78279 78887
481198236 10384 10027
789589310 44426 44629
936413309 80399 80507
672806546 8731 8796
127263255 34042 34168
773635445 80378 80295
742393278 18759 18719
800402678 70302 70022
151260560 6215 6007
18134657 98470 98959
111419695 70178 70556
336927668 42215 42501
890837299 90871 90068
496814284 72992 72593
877671443 62775 62251
551479299 96482 96148
147004112 76585 76188
752492573 46235 46900
706654561 46799 46775
689650717 8128 8818
29913649 46215 46373
581314655 54550 54310
595529738 28418 28461
476576807 14091 14869
48203132 22151 22029
382662441 56471 56374
216476940 54074 54955
629825600 12314 12996
793914734 46746 46575
547621022 26922 26381
740864901 18223 18729
529702365 40968 40524
845594931 26569 26291
963926749 96274 96640
870699909 82471 82807
230288777 40725 40507
263412852 50499 50124
248681541 92829 92010
657408100 44413 44927
550371872 78593 78846
543473974 34863 34026
411038106 8681 8688
107446341 62380 62791
71715479 14843 14306
957122539 90725 90219
186240469 20465 20809
614638341 8283 8294
906348094 94752 94338
784181383 16982 16716
284699572 56350 56578
923020162 10431 10261
18782802 26104 26097
871666282 56290 56869
787648127 26028 26021
796645852 74273 74238
257996710 96271 96755
335568024 84538 84565
132947073 66881 66560
719310901 10548 10211
499452312 52483 52121
111842550 60030 60163
965798274 40484 40952
606473976 4696 4313
216076647 88088 88483
750243793 50973 50237
898161928 46844 46917
368257264 46038 46586
971649543 66302 66916
353937903 46010 46157
417321353 18471 18659
114177235 96584 96524
613299359 24352 24272
836624946 16565 16544
142596800 54683 54069
18919524 88030 88133
560350088 94425 94333
446799242 38265 38574
102834237 18785 18418
472577797 8116 8196
673991897 82033 82629
316160006 84902 84494
146003123 20169 20614
277317369 48028 48496
33777555 58735 58903
592641579 46706 46725
19532748 16393 16572
223694841 48323 48864
113010929 42194 42841
578655367 50658 50825
308027325 10947 10489
864882565 34310 34695
597889291 8317 8860
817862743 82299 82804
280140050 66159 66073
407775304 44211 44823
888172751 6516 6778
58806178 8535 8381
494252280 76556 76024
924653836 14659 14443
658320068 6924 6985
478646001 80553 80599
137442080 82680 82713
605910895 72853 72403
114433893 52168 52052
351677137 42705 42374
673596006 24871 24558
955188353 70759 70907
251230914 40241 40413
394737762 20734 20770
768765662 58075 58585
394628084 84793 84349
410169780 88193 88552
56434970 46469 46638
663554962 90842 90826
822079353 12411 12566
498307878 58849 58903
360491463 82132 82597
555485541 96326 96212
455967275 96996 96557
195466181 90034 90968
898953848 10458 10384
547350056 54179 54820
674402488 82871 82047
193036834 66032 66865
700946651 66079 66002
991710923 16506 16261
441784069 64463 64957
89624507 60727 60094
343860192 98200 98007
333102443 70031 70419
975869584 74804 74664
309912807 46388 46283
834001867 6664 6622
886588955 56191 56886
444944017 60853 60192
613206246 56480 56982
10613319 22920 22849
869028235 16908 16425
122334080 34870 34150
553714828 16641 16755
720585844 6032 6181
937258723 88220 88165
158564183 30356 30404
789638408 46558 46199
460897383 46235 46859
651315033 26642 26152
166460107 50000 50094
109366865 42904 42991
362862593 18734 18577
975855821 34629 34072
953508790 86915 86703
990480252 66756 66914
141371770 50063 50504
295060536 362 993
585157785 72588 72079
162193629 62153 62221
730561250 64330 64449
673110684 66648 66538
59790607 48064 48093
81322758 2126 2310
184057624 60318 60851
677735897 58035 58243
165776018 28379 28391
761631100 16607 16262
680574959 28494 28186
775215765 32037 32709
459341149 88426 88856
472204156 46450 46808
218801674 68997 68566
988542942 28618 28710
267323393 60209 60797
13968898 78828 78457
283250004 4685 4244
388958436 40370 40582
572855060 76309 76014
1591261 30204 30261
582870727 34633 34142
230467140 82363 82875
56080537 4690 4877
97074054 46593 46988
636558839 36122 36014
809139292 50449 50699
622932092 88017 88210
320890598 62066 62710
358718507 4655 4854
367670649 94885 94051
327497253 92860 92120
507272177 90742 90527
103337206 72763 72734
775061185 80 416
898616755 50378 50162
544362312 72324 72179
55572300 84898 84002
618089880 260 141
581717204 46404 46046
845351319 90381 90079
711985056 2123 2268
971609048 66613 66599
866453106 6598 6232
146605608 64950 64727
720943296 60496 60249
645266421 92354 92923
774459143 86338 86688
300530955 54840 54183
342127304 52086 52071
887947618 86100 86217
531615492 42941 42788
152433933 8294 8885
144858550 4433 4385
813725340 76609 76269
623333095 42206 42835
941530521 48745 48540
360633032 26599 26709
511490729 12383 12679
875545993 90960 90362
191904473 70812 70353
283897730 30188 30029
810510077 66971 66380
407136172 80270 80556
901721463 24632 24733
381722093 56801 56515
276817413 12576 12506
89288717 18590 18072
89225220 10459 10145
633652082 30763 30427
204200833 6050 6041
947559183 64453 64033
815998189 84815 84853
615653955 66335 66713
479437086 94946 94776
86372279 12302 12804
632249252 92618 92924
693183180 80448 80713
184750971 18887 18902
546030094 32021 32283
224948753 8002 8139
575935055 64541 64335
352980611 76598 76193
971710053 12277 12396
766515486 76061 76839
644885465 72434 72464
39100427 22594 22160
918299902 16156 16781
806477715 98165 98079
492083828 30351 30040
673848004 42523 42823
607830831 76464 76068
548087079 70399 70001
720291961 14292 14266
882094844 38478 38200
477182123 70376 70463
630040239 30451 30810
877530520 51 353
721972138 24267 24923
842799135 34401 34020
793718548 871 833
54650637 84546 84660
83496788 32282 32792
223441700 44584 44958
137356479 76687 76815
384270746 52032 52934
411137487 22398 22069
360182992 22612 22605
378241163 94877 94733
115351975 68866 68276
512382633 36360 36904
167575054 44720 44212
757603739 92048 92020
34871360 28945 28716
730302532 96780 96623
866540559 40661 40003
42478699 94262 94821
723719051 88572 88906
933926933 26328 26562
870983674 70992 70389
282584963 12973 12674
532254049 38413 38818
330301529 50415 50340
28494651 34919 34962
296649983 22962 22009
898643003 28620 28907
328780623 48589 48877
863434186 26109 26566
721383799 26399 26318
313400152 72528 72426
36285025 2606 2274
388419145 96457 96767
937060710 88870 88110
8388997 84374 84355
643151470 18416 18570
382351696 52746 52679
962780699 6051 6235
263006704 44337 44743
413351292 82196 82874
937370367 14576 14146
816992196 66438 66657
78134784 66675 66472
58218030 88866 88921
589977293 2267 2952
446852560 44224 44293
946680272 56923 56094
831205715 48543 48120
503151821 40669 40609
116080662 92682 92699
620035780 34840 34456
853174374 92260 92357
534331840 44874 44906
321594364 68984 68123
966432435 36061 36006
588654801 60848 60402
59023018 58733 58143
682045045 40556 40039
850555339 20951 20149
319322804 923 628
710334543 34735 34529
508524535 64228 64251
692759673 60271 60672
772721633 60984 60614
817845589 46302 46651
286557208 42503 42778
53942048 84716 84651
529315070 78125 78667
747271790 38951 38636
71020268 20520 20791
800707787 74494 74750
477755681 80027 80661
678538950 64664 64164
392663977 32120 32880
341547958 50135 50464
364948719 64490 64312
16362033 4615 4146
294323647 18137 18739
672980296 96273 96446
79244429 28553 28062
11229445 4883 4029
877532858 77 754
862370287 60456 60624
1847753 98973 98869
598918544 66162 66016
67014159 4215 4236
774215775 82086 82266
601379942 40649 40464
424895299 40726 40976
48092906 8539 8796
531759832 68369 68741
696946435 36448 36380
303782843 56029 56916
912440459 46474 46719
864885184 72977 72131
624473606 94044 94636
145021944 86264 86306
497660722 98498 98808
139071745 12886 12431
793628459 18793 18553
273227933 68947 68064
301889950 52123 52934
269914267 62836 62755
862847953 26312 26821
652729946 80023 80013
810046909 46186 46648
22640772 42842 42995
631996064 76099 76946
318031985 94362 94116
694922634 8611 8083
410731114 60425 60709
845602045 12582 12927
532568474 30021 30331
103048080 38791 38414
601497346 74699 74660
147746465 16057 16076
395877303 50973 50074
520782354 40624 40688
861655931 38574 38393
620590611 30055 30892
413789250 60121 60427
315539140 72155 72668
209999680 68016 68718
111843524 70588 70670
777465348 68382 68743
481940754 62190 62837
852196613 42789 42465
114389867 98168 98338
52784085 20519 20217
947642194 88224 88257
435138705 72541 72650
163769561 12094 12595
424673563 28431 28855
727216348 82968 82776
923042742 66301 66177
818348509 80397 80163
85195255 86883 86231
981388858 88158 88084
394148279 58400 58789
244807738 2299 2780
849950502 38755 38706
68297291 16289 16421
249572551 60881 60963
432189424 10147 10637
68920795 242 284
709708743 76951 76365
243754689 4338 4941
608070738 44944 44407
14173755 60017 60268
715499300 82949 82443
136332850 38639 38722
52741009 54281 54448
235315055 70763 70789
858289757 20606 20677
159175278 16327 16652
586405212 38079 38445
839988710 6260 6465
262192096 72312 72632
26959369 54640 54728
540031732 26267 26727
681815841 64988 64529
740209527 2531 2732
97097461 86663 86841
316358537 64364 64889
315906756 30225 30605
979113823 38675 38819
997581989 32092 32524
954308100 72484 72907
618690713 44822 44224
575992496 28661 28766
624125334 88575 88076
596763978 18126 18635
433630574 54641 54494
457538359 94563 94951
916229075 62622 62975
341642027 62689 62089
71049236 8742 8559
234316985 70772 70582
993016732 42005 42999
411632554 64261 64036
144495211 60803 60372
648918199 50659 50804
341405997 98311 98009
907573561 88444 88958
422222952 36388 36762
572471113 74288 74666
363191121 96189 96157
394727515 2061 2063
430618818 46693 46044
545832746 18582 18466
227777669 56990 56873
252101020 20459 20128
87044788 363 662
770395851 10418 10603
200960764 2975 2754
10321142 16116 16036
369906892 52296 52066
880877787 48156 48469
20882314 62528 62694
909454593 78744 78906
66868524 58086 58433
298914169 44667 44211
89469965 30750 30923
57065119 305 788
848132212 76046 76881
808322475 38947 38903
456549247 22476 22754
343132616 16101 16106
595858564 80239 80700
61799080 96639 96544
468133881 28499 28134
97235690 46956 46540
927277701 24478 24811
816242744 46695 46658
40794749 58680 58478
135228838 38749 38908
944169462 52703 52961
711456607 94589 94416
437043785 54602 54967
952811338 64631 64720
709910631 50516 50859
464189682 24832 24122
82085256 4576 4546
533596826 82706 82489
910303912 24103 24122
936218488 68368 68662
203497966 96324 96172
732265603 54988 54758
398906485 90852 90213
745558143 80063 80866
781322345 38736 38085
558315935 76779 76454
283018101 86007 86473
310514334 94181 94993
533662320 72618 72826
273741365 96877 96506
367001655 72340 72199
12824401 70 100
270344819 16859 16630
544714408 46794 46830
163944397 20943 20554
